experiment,run,seed,split,corruption,task,model,auc,closure_auc,closure_delta_vs_best_nonclosure,best_nonclosure,steps,n,dim,hidden,iters,params,rel_mode,directed,use_memory,memory_slots,memory_beta,memory_strength
per_graph,davis,0,davis,IN,path2,closure_i3,0.5998994211630613,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_i3,0.68310413383296,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_i5,0.8260659552540642,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure_i5,0.6668961063673087,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_i5,0.6770510857831882,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,raw,0.6967435227617813,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,raw,0.5542881988098232,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,raw,0.5147464468967431,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,cn,0.4792984885401713,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,cn,0.6106628433315785,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,cn,0.5137873696307389,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,jaccard,0.43697819431887197,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,jaccard,0.6237703342068456,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,jaccard,0.5174362292975545,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,spectral,0.4412485422871001,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,spectral,0.6085360390114252,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,spectral,0.5147464468967431,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,pair,0.6967435227617813,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,pair,0.5614394748973263,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,pair,0.5568836972443467,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,deep,0.6891098062479295,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,deep,0.5573515958132962,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,deep,0.5655105927483149,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,deep_big,0.6802028842091221,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,deep_big,0.5490879431323208,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,deep_big,0.5683775614984937,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,gcn,0.7207135457802729,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,gcn,0.534626387494696,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,gcn,0.5487471873426486,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure,0.6864620004751922,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure,0.5959880682740863,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure,0.5827729520349836,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_no_tri,0.7029961509989984,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_no_tri,0.5544138582821274,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_no_tri,0.5570815644704694,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_no_mem,0.6764084572946467,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_no_mem,0.5277267833335952,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_no_mem,0.5836448607269709,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_i1,0.7150144219757215,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_i1,0.6224441857002635,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_i1,0.5388947078010204,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_i2,0.7246764921040865,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_i2,0.5894446779922051,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_i2,0.5622901989843321,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_i3,0.6796887553126855,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_i3,0.5693111960340971,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_i3,0.5851752344313247,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,edge,closure_i5,0.6864620004751922,0.6864620004751922,-0.03425154530508068,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,path2,closure_i5,0.5959880682740863,0.5959880682740863,-0.02778226593275923,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,OOD,comm,closure_i5,0.5827729520349836,0.5827729520349836,0.01439539053648986,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
